Iteration,rel. Discrepancy,Norm
0,1,0
1,0.999229,8.19885e-05
2,0.998456,0.000180832
3,0.997742,0.000298778
4,0.997158,0.000420733
5,0.996847,0.000496963
6,0.996644,0.000552149
7,0.996386,0.00063303
8,0.996302,0.000662534
9,0.996179,0.000710737
10,0.996057,0.000765864
11,0.995986,0.000802732
12,0.995942,0.000827794
13,0.995886,0.000862227
14,0.995842,0.000891841
15,0.995795,0.000926644
16,0.995764,0.000952272
17,0.995743,0.000970981
18,0.995708,0.00100423
19,0.995673,0.00104201
20,0.995654,0.00106334
21,0.995635,0.00108687
22,0.995607,0.00112199
23,0.995594,0.00114079
24,0.995567,0.00117967
25,0.995543,0.00121736
26,0.995525,0.00124822
27,0.99551,0.00127479
28,0.995499,0.00129478
29,0.99548,0.00133271
30,0.995466,0.00136103
31,0.995456,0.00138271
32,0.995445,0.00140753
33,0.995425,0.00145317
34,0.995407,0.00149845
35,0.995393,0.00153434
36,0.995387,0.00155153
37,0.99537,0.0015973
38,0.995356,0.00164109
39,0.995347,0.0016671
40,0.995332,0.00171577
41,0.995321,0.00175079
42,0.995315,0.00177107
43,0.995305,0.00180773
44,0.995292,0.00185211
45,0.995281,0.00189344
46,0.995269,0.00194287
47,0.995262,0.00196803
48,0.995248,0.00202723
49,0.99524,0.00206144
50,0.995231,0.00209776
51,0.995223,0.002133
52,0.995213,0.00217959
53,0.995206,0.00220873
54,0.995198,0.00224901
55,0.995188,0.00229284
56,0.995173,0.0023682
57,0.995163,0.00241751
58,0.995156,0.00245694
59,0.995145,0.00251339
60,0.99513,0.00259532
61,0.995115,0.00267608
62,0.995107,0.00272089
63,0.995092,0.00280712
64,0.995083,0.002862
65,0.995075,0.00291067
66,0.995057,0.00301878
67,0.995036,0.00315101
68,0.995026,0.00321395
69,0.99501,0.0033227
70,0.99499,0.00345314
71,0.994971,0.00358539
72,0.994949,0.00373602
73,0.994936,0.00382653
74,0.994919,0.00395084
75,0.994898,0.00410283
76,0.994887,0.00417704
77,0.99487,0.00430161
78,0.99485,0.00445363
79,0.994834,0.00457788
80,0.994821,0.00467815
81,0.994801,0.00482502
82,0.994775,0.00502777
83,0.994758,0.00516251
84,0.994745,0.00526645
85,0.994727,0.00541176
86,0.994707,0.00556477
87,0.994691,0.00569228
88,0.994678,0.00579734
89,0.994666,0.00590216
90,0.99464,0.00611022
91,0.994633,0.00617225
92,0.994612,0.00634377
93,0.994597,0.00647144
94,0.994586,0.00656398
95,0.99457,0.00669868
96,0.994537,0.00697533
97,0.994515,0.00716197
98,0.994495,0.0073343
99,0.994478,0.00748184
100,0.994469,0.00755907
101,0.994443,0.00778699
102,0.994434,0.00786517
103,0.994408,0.00809789
104,0.994385,0.00829752
105,0.994365,0.00848025
106,0.994351,0.00860392
107,0.99433,0.00879526
108,0.994312,0.00895563
109,0.994299,0.00907849
110,0.994287,0.0091845
111,0.994266,0.00937938
112,0.994241,0.00960432
113,0.994221,0.00979672
114,0.994208,0.00991492
115,0.994191,0.0100744
116,0.994165,0.0103087
117,0.994141,0.0105334
118,0.994132,0.0106209
119,0.994106,0.0108632
120,0.994097,0.010955
121,0.99408,0.0111145
122,0.994052,0.0113758
123,0.994024,0.0116479
124,0.994,0.0118763
125,0.993984,0.0120363
126,0.993971,0.0121566
127,0.993944,0.0124195
128,0.993934,0.0125225
129,0.993915,0.0127079
130,0.993896,0.0128858
131,0.993884,0.013005
132,0.993863,0.0132153
133,0.993848,0.0133606
134,0.993825,0.0135849
135,0.993815,0.0136924
136,0.993797,0.0138649
137,0.993778,0.0140532
138,0.993757,0.0142712
139,0.99374,0.0144391
140,0.993729,0.0145501
141,0.993714,0.0147051
142,0.993704,0.0148026
143,0.993685,0.0149944
144,0.993675,0.0150927
145,0.993666,0.0151852
146,0.993649,0.0153566
147,0.993634,0.0155175
148,0.993622,0.0156403
149,0.993598,0.0158795
150,0.993589,0.0159712
151,0.993582,0.0160472
152,0.993568,0.0161859
153,0.993559,0.0162781
154,0.993543,0.016454
155,0.993533,0.0165493
156,0.993526,0.0166226
157,0.993513,0.0167625
158,0.993493,0.0169663
159,0.993482,0.0170861
160,0.993468,0.0172307
161,0.993463,0.0172896
162,0.993441,0.0175217
163,0.99343,0.0176385
